id	name	rawTweet	postTweet	label	mentions	hashtags
33	92nida	"How...as I said, less than 1% of all abortions happen because of danger to mother or baby.   That is unavoidably important. And hence, I'm trying to explain that abortions cannot just be tagged a crime. Sometimes they are important to be done.   Why are abortions important?    For the reasons above..   Or to the woman who is killing for social reasons?
"	abortions abortions abortions above as baby crime danger done explain happen hence how important important important killing mother reasons reasons said social tagged unavoidably woman	2	[]	[]
30	churchmouse	"And is abortion for social reasons ok? I think you ran from answering this one. You said they are wrong....  WHEN?
"	abortion answering ok one ran reasons social when wrong	1	[]	[]
33	92nida	"And is abortion for social reasons ok?   I'll repeat it again. No. They are not okay.    You said they are wrong....  WHEN?   You make out one night and then get pregnant and then you do an abortion. That is wrong.  You kill a baby cuz your unhappy with it's sex kind.  You kill a baby cuz you are not ready for one.  You kill a baby cuz you were raped and that baby is unwanted. I'm sure you don't reckon or enjoy it's birth. But, that gives no one a right to kill a baby.  I believe that abortions are a strict no until really required.  If the mom is incapable of the birth process or is too weak or may communicate a murderous disease or until your life is at the stake.  I'm glad that you are fighting for the right of the 99% of the unborn. I appreciate the fact that there a certain few who are involved. You fight for those who are killed for social reasons. But, I'm trying to explain that there is no need to be so cross about this process. At a level, the strictness must be loosened and all the guilt saved. There must be exceptions. Valid exceptions.
"	99 abortion abortion abortions again baby baby baby baby baby birth birth but but communicate cross cuz cuz cuz disease enjoy exceptions exceptions explain fact fight fighting glad guilt incapable involved kill kill kill kill killed kind level life loosened make mom murderous night no ok okay one pregnant process process raped ready reasons reasons reckon repeat required saved sex social social stake strict strictness unborn unhappy unwanted valid weak when wrong wrong	2	[]	[]
30	churchmouse	"I see what you are saying. The only exception I see for abortion is if the mothers life is in danger which is less than 1% of all cases... I see that you are really prolife and that is a good thing, I am so glad. Thumbs up to you.
"	abortion cases danger exception glad good life mothers prolife saying thing thumbs you	2	[]	[]
33	92nida	"I am so glad. Thumbs up to you.   Did you really just say that? Wow... Thanks!    I see that you are really prolife    I wish I fully was.  Infact I used a lot of your opinions in a class presentation. So thank you!
"	class fully glad infact lot opinions presentation prolife thanks that thumbs was wow you you	2	[]	[]
29	catticus90	"Our government even though it recognizes the father if they are married   Even if they are married it's the woman's decision still so this has no validity.   Well in my opinion he should be considered on all grounds. In this case I believe she should have the baby and that because she did not want it, it would go to him   No, no, no. If he is considered on ALL grounds then if he wants and abortion and she doesn't then his opinion counts and his vote for abortion could go ahead.   And you want to compare your use of the noun Pig…to the descriptions I have used? Do you know the difference between a noun and an adjective?   You also called me a sissy? Sissy is actually considered homophobic by a lot of people. It's not an adjective. Brush up on your English language. It makes no difference if I said you're like a smelly tramp it's no nicer than saying you are a smelly tramp.   How old are you really, are you even an adult? What I stated was the truth in the nicest terms possible.   I'm a fully fledged adult. It is not the truth it's your opinion. And I'm arrogant yet your  feelings  have to be the truth?   And why are you bringing religion into this. All these humanists bringing religion into debates…when I have not.   Yay another list for me to make. Things you have said religiously to back your opinion:  He was supportive but of course our faiths in God are different, because when I became Christs,  But if every pastor on every pulpit preached the evils of abortion…  But we are a secular country that has turned its face from God…and it shows by our morals and our morals influence our laws.  But I love Christ more than any other person in the world….and I have faith in Him….more than I have faith in anyone that has ever been in my life. I believe that I will not know if any family does not make it. Heaven is perfect….and it would be hell if you knew someone was not there that you loved  I can't be bothered to go through your previous debates but you have mentioned religion a lot more than this.   You have a filthy mouth and it demeans your posts…and makes you look like you have no class.    No, a swear word is a word. It means nothing. Oh look another insult to me. Why thank you very much. And I'm not 'classy' it's not something I can aspire to with all my tattoos!   Your views on abortion and the reasons for it mirror Hitler and Sangers and I could add a few more for that matter…..but will leave it with these two   I think a few re reads are in order here. Read their opinion and read mine. It's not even comparible.   Why don’t you do some heavy research on this…not just cut and pasting something you quickly found on google? Your position is heartless, cold, and you like I said are ignorant of the facts.   My education is nursing. I am going into midwifrey I can assure I need not much education on human biology and the facts of abortion. My opinion is what  you  think is heartless and cold. To many others it is acceptable and logic. Don't speak for the world  .    Your pro-abort position makes for champion killing, not life.   I'm not pro-abortion is should be considered as a last resort. And if the last resort is an abortion then I accept that. I don't champion killing, I don't tell anyone to abort and I don't abort myself. I just understand why people do.   Why? is biology sexist? The truth is the truth it seeks no sides. We have hashed this over and over and you will never get it I’m afraid. The man does not have to assume squat…unless he is married and the courts order him to pay   Biology isn't sexist again I study it. The context in which you describe things is sexist. The truth is what you perceive it to be. The truth is never what  you  think. Yes he does. If I had a child unmarried knew the father but we weren't a couple he would still have to pay child support.   They both have sex….blah blah……..and as I said unless he is married he can take off and never be seen again. SO WHO TAKES THE BIG RISK?   My fiance and I weren't married. He took responsibility. He admits he took the risk even though I was on contraception. Stop speaking for everyone not everyone shares your opinion.   Not true. I state the facts and back them up with scientific evidence. You champion killing so you don’t want to see the evidence.    No you don't. You've posted 2 links from wikipedia that prove nothing and a link to a catholic website which I'm not even remotely going to listen to since it is there to create fear into becoming religious. I post genuine scientific evidence and have done throughout my debates. I use my evidence you use yours. Why does it matter?   Not true, go educate yourself, not going to do it for you. Bugger? Boy have not heard that one since Kindergarten.   Because my opinion differs to yours I'm uneducated? No, I have educated myself and come to a conclusion. You have come to a conclusion I'm not going to tell you your opinion is wrong it's an opinion. That's the difference between you and I, I can accept that my opinion isn't right for everyone. You're a forcer, you think that everyone  has  to share your opinion or they're a bad person. And educate yourself on world language bugger is a common word among adults in England.   Why on earth would you of all people be sorry? Mind boggling to say the least.   So because I believe woman have the right to abortion I no longer have feelings. I feel empathy and sympathy, it's hardly mind boggling that a human being as emotion towards other peoples negative experiences. Stop word twisting.   My kind of story is the one PP does not want out there, because they want abortion pictures in the best way   It's funny you'd repost my statement that abortion is a distressing thing to go through and then claim I want abortion to be seen positively. Consistence in the key in debating. Something you clearly don't have.   Tell me……Have you ever in your entire life made a mistake? Did you ever think you knew the truth about something and then found that you didn’t believe that way all along? Are human beings allowed to make and learn by their errors? What?...we can’t change our minds about issues, feelings? Must be nice to be perfect. Well my position on abortion changed….and I am allowed to change my mind…..are you?   Yes and yes. I never denied this fact so I guess I'll just answer the first two questions. You can change your mind all you like it's no concern to me and I never claimed it to be. I'm allowed to change my mind, I probably won't on this topic though.   What you’re saying here….is that I do not have the right to change my mind, I don’t have a right to warn people about what could happen especially mentally with abortion? You are the one who is judgemental and arrogant….. but then you’re perfect remember?   No I'm not. I'm saying don't judge people on actions you have taken yourself. Again I'm aware of the consequences of abortion. Are you aware of the consequences of having a child you never wanted? Explain to me exactly when I have judged someone and acted arrogantly? Thanks for calling me perfect all the time. I don't believe it myself but you seem to for some odd reason.   When you make a huge mistake….if you have children don’t you want to protect them, teach them what might hurt them?   I protect my child and I will teach her the obvious stranger dangers e.c.t. But I'm not going to tell her to never have a friendship in case they fall out and she gets upset. I won't tell her to never have a relationship in case they break up. A lot of things hurt people you can't lock them up in a box and hope they never socialize. If my daughter was ever pregnant I'd help her. If she asks for the pros and cons I will tell her. If she asks me what to do I will say 'darling, whatever you feel is best for you'. Why? Because her happiness is the most important thing to me.   Well there were people back then who stood by and did nothing….and looked the other way. In a way it was humanity at its worst that let all those gassed down. Everyone participated……good should have overcome evil, but didn’t.   People stood by and did nothing in the holocaust because they were scared. And people did do something hence there was a war because people rose to fight the injustice. They didn't  let  Jews get gassed. Everyone participated? That's a wild claim to make. Most people in the world did not participate and a lot objected and acted upon that.   Oh my goodness don’t. I was not a child when I had it….   Did I say you were?   I am a wonderful person MOST of the time, not perfect like you but I am ok.   And I'm arrogant. Stop calling me perfect, I'm blushing.   I have raised two wonderful, happy and successful children, am a grandmother to two little girls, have been married over thirty years to the SAME MAN….and have a blessed life.   Great. I have a wonderful child to. This means nothing to the debate subject. And being with same man isn't an accomplishment. It's a choice.    I am the luckiest person in the world. The baby I aborted was my husbands. A pregnancy at that time would have been hard.   You aborted but have the right to tell other woman they can't? Or that they're like Hitler? That they are murderers? Come off your high horse..   Distraught about what?   Having an abortion, derp.   how can you on one hand think abortion is horrible, not a fairy lala trip….then go against what your morals tell you is wrong?   It is a horrible experience. My morals don't tell me it's wrong in all circumstances.    Abortion if you have ever seen one is horrible. Have you ever seen one? Anyone who does not see one and think it’s horrendous…Anyone who does not see one and think it’s horrendous…is cold, compassionless and EMPTY.   Abortion is horrible, I've seen many. (The nursing and midwife studies might have resulted to this being true). It's not cold, uncompassionate and empty. You yourself said it's emotionless. How can it be empty then? I'm a bad person even though I assist in saving lives during pregnancy and child birth? Do you know how many unborn and born babies lives nurses and midwifes save? And because we choose abortion to be okay you think we are heartless murderers?    What is upsetting about it? And who says the kids are young?    Of course abortion is upsetting for a child. The word 'kid' kind of dictates a young age? I thought that was common knowledge.   I told my kids when they were teenagers. It’s not selfish…its real life and it happens.   So they weren't children....   Kids see a lot of gruesome stuff on television. What makes abortion different you tell me?    Abortion of a sibling effects someone personally. Watching south park doesn't.   LOL I do not feel I called you names. I described and compared your worldview to people you obviously you have a problem with   Well I listed the names so you if you don't believe fact that is your ignorance. Of course I have problem with racism.   You are pro-abortion period, end of story. You want to deceive yourself into thinking you’re not but you are. You condone what that video I wanted you to watch…shows. That’s what you think should be legal. You do not stand up for all life   No you  think  I am pro abortion. I know I'm not. I am neutral if anything. I don't deceive myself into anything, you want to believe I am so you can preach. Even if I was it doesn't make my opinion wrong and yours right. I stand up for life especially those already born. I stand up for a woman's life and her choice to abort for a start.   . I am simply showing you why your worldview is not compassionate or all that good. I    No you are demeaning an opinion because it differs to yours. Because you don't like my opinion you assume I am an awful person.    You condone murder….I never called you a racist   You said I had the same opinion as Hitler and Margaret who are racist. So yes you did.   I am simply showing you why your worldview is not compassionate or all that good. I am bold, and I do state the facts in ways people feel offended. But I think down inside they are offended because what I say exposes them, gets them thinking about what they think is ok. And you think abortion is ok. And….you are judging me…   No you're not. You are trying to warp my opinion and claim I am a bad person because of it. Your opinion is not  right  to everyone. Just because you believe something doesn't make it the truth. You just offend people by dismissing anything they say. You haven't exposed me. My opinion is the same and your debates don't make me even think about changing it. I never judged you on the basis of your abortion opinion.   I point out what you say that are untruths    They're not untruths, you believe they are. Just because you don't agree doesn't make them wrong.   Why do you quote a book you don’t believe in?   Not once have I quoted the Bible. Perhaps say when? Didn't think you could...   You are a pro-abort and you champion abortion period….live with it accept the label take it as your own.   Again your opinion is not fact. You  think  I am pro-abort it doesn't make it true.    I am not however handing my posts in to be graded….so I could care less about absolute perfect spelling and punctuation. I work….I live a full life and when I get on here….I slam it out the fastest way I can. If I had to hand in an article or paper ….it would be correct.   Great, I study work and have a 8 month old. I still find it takes no more than an extra 5 minutes to type most things correctly.   You have provided however little evidence, more lies. Just like the lie about the earliest born preemie….I showed you your error. I work in this field and I know…   I haven't lied once. You constantly lie, I pointed out every lie. All my scientific evidence I have posted with my debate. I don't want to count them but anyone who is reading can and will. I work in this field idiot. Nurse/midwife mean anything to you?   This is your worldview…and explains what I said all along…why you are pro-abortion. The lack of love for your fellow man shows your true heart. I feel sorry for you actually.   It doesn't explain anything. I said I value people I just don't love them unless they are my family or friends. I can't pretend to have feelings for a stranger who means little to me. I certainly would never love you. Worldwide love is mostly a religious belief. Since I have no belief in religion I feel what I feel is right. Don't feel sorry for me I'm so happy and fulfilled with my life.   Am I preaching? What is the difference between you putting opinion and facts out and what I am doing? Do you ever look in a mirror?   Huge difference. I haven't told you your opinion on abortion is wrong. You tell me I am heartless a murderer, cold, ignorant. I accept my opinion isn't fact you can't do that. You place no actual evidence just your opinion. Your opinion is NOT fact.   You said two things in your post…………you are against abortion at the end of the second trimester which would be 24 weeks….and here you say 12 weeks it feels pain. LOL   Ever heard of reading? It will do your argument good. They feel pain at the beginning of the second trimester (around 12 weeks) and I think abortion should happen before that. Honestly, you liar, I said what about 30 times? 24 week abortions are wrong.   So is it 12 weeks when you say the fetus can feel pain….or 24 weeks when obviously it can’t. LOL  You do not even know your own position. That is why you look silly and have to swear.  Do you even know when the fetus can feel pain? LOL Naw…you don’t.   Yes it is 12-14 weeks. Like I said all along. What the hell are you talking about? I said all along abortions shouldn't be allowed at 24 weeks. I know my position. I swear because I want to. I like swearing it's as much as the human language as any other word. Yes I know when. The fetus feels pain at the beginning of the 2nd trimester, again I've said that all along.
"	12 12 12 12 14 24 24 24 24 2nd 30 abort abort abort abort abort abort aborted aborted abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortions abortions about absolute accept accept accept accept acceptable accomplishment acted acted actions actual actually add adjective adjective admits adult adult adults afraid again age agree ahead allowed allowed allowed allowed along along along along and and and and and and and and and and and answer anyone anything anything anything are are are argument around arrogant arrogant arrogant arrogantly article asks asks aspire assist assume assume assure aware aware awful babies baby baby back back back bad bad bad basis be be beginning beginning beings belief belief bible big biology biology biology birth blah blah blessed blushing boggling boggling bold book born born born bothered box boy break bringing bringing brush bugger bugger but called called called calling calling can can can can care case case case catholic champion champion champion champion change change change change change changed changing child child child child child child child child children children children choice choice choose christ christs circumstances claim claim claim claimed class classy cold cold cold cold cold common common compare compared comparible compassionate compassionate compassionless concern conclusion conclusion condone condone cons consequences consequences considered considered considered considered consistence constantly context contraception correct correctly could count country counts couple courts create cut dangers darling daughter debate debate debates debates debates debates debating deceive deceive decision demeaning demeans denied derp describe descriptions dictates did didn didn difference difference difference difference difference different differs differs dismissing distraught distressing do does doesn doing don don don don don don don don down earliest earth educate educate educated education education effects emotion emotionless empathy empty empty empty end end england english entire error errors everyone everyone evidence evidence evidence evidence evidence evidence evidence evil evils experience experiences explain explain explains exposed exposes extra face fact fact fact fact fact facts facts facts facts facts fairy faith faith faiths fall family family fastest father father fear feel feel feel feel feel feel feel feel feel feel feel feelings feelings feelings feelings feels feels fellow fetus fetus fetus fiance field field fight filthy find fledged forcer found found friends friendship fulfilled full fully funny gassed gassed genuine girls god god good good good good goodness google government graded grandmother great great grounds grounds gruesome guess hand hand handing happen happen happens happiness happy happy hard hashed have have heard heard heart heartless heartless heartless heartless heaven heavy hell hell her her here here here high him hitler hitler hitler holocaust homophobic honestly hope horrendous horrendous horrible horrible horrible horrible horse huge huge human human human human humanists humanity hurt hurt husbands idiot if ignorance ignorant ignorant important in influence injustice inside insult is is issues it it it it it it it it it it it its jews judge judged judged judgemental judging key kid kids kids kids killing killing killing kind kind kindergarten knew knew knew know knowledge label lack lala language language language laws learn least leave legal liar lie lie lie lied lies life life life life life life life life life life link links list listed listen live live lives lives lock logic lol lol lol lol longer looked lot lot lot lot lot love love love love love loved luckiest made make make make make make make make make make make makes makes makes makes man man man man many margaret married married married married married married matter matter me me me me me me me means means means mentally mentioned midwife midwife midwifes midwifrey mind mind mind mind mind mind minds mine minutes mirror mirror mistake mistake month morals morals morals morals more mouth much murder murderer murderers murderers myself names names naw negative neutral nice nicer nicest no no no no no not not not not not nothing nothing noun noun nurse nurses nursing nursing objected obvious odd offend offended offended ok ok ok old once one opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion opinion or order order overcome own pain pain pain pain pain paper park participate participated participated pasting pastor pay pay people people people people people people people people people people people people people people people peoples perceive perfect perfect perfect perfect perfect perfect perfect period period person person person person person person person personally pictures pig place point pointed position position position position position positively possible post post posted posted posts posts pp preach preached preaching preemie pregnancy pregnancy pregnant pretend previous pro pro pro pro pro pro pro problem problem pros protect protect prove provided pulpit punctuation putting questions quickly quote quoted racism racist racist raised re re re read read reading reading reads real really reason reasons recognizes relationship religion religion religion religion religious religious religiously remember remotely repost research resort resort responsibility resulted right right risk risk rose sangers save saving say scared scientific scientific scientific secular seeks selfish sex sexist sexist sexist share shares showed showing showing shows shows shows sibling sides silly simply simply sissy sissy slam smelly smelly so socialize sorry south speak speaking spelling squat stand stand stand start state state stated statement stood stood stop stop stop story story stranger stranger studies study study stuff subject successful support supportive swear swear swear swearing sympathy takes takes talking tattoos teach teach teenagers television terms that that that that that the them them them then then there thing thing things things things things things think thinking thinking thirty this this this though thought time time time times to to to told told topic tramp tramp trimester trimester trimester trip true true true true true truth truth truth truth truth truth truth truth truth turned twisting type unborn uncompassionate understand uneducated unless unmarried untruths untruths up upset upsetting upsetting used validity video views vote wanted wanted war warn warp watch watching way ways we website week weeks weeks weeks weeks weeks weeks weeks were what what when when when why why why wikipedia wild will woman woman woman woman wonderful wonderful wonderful word word word word word word work work work work world world world world world worldview worldview worldview worldview worldwide worst wrong wrong wrong wrong wrong wrong wrong yay years yes you you you you you you you you you you you young young yours yours yourself yourself	2	[]	[]
8	Animegirl300	"1) And yet, half the people here were talking about how it's the woman's choice ONLY. The argument people ALWAYS make are that it's ""the woman's body.""  Interesting.  2) I actually can't agree with this. Rape is more iffy of course, but I don't think the child should have revenge taken out on them for being raped. The father who raped the women should suffer: not the child.  I somewhat understand that point, but I don't think it makes anything right.  I also think incest isn't much of a reason (Unless you're talking about the pedophillia related incest...) unless the women is AGAIN needing it for medical reasons. But consensual incest shouldn't equal death.  I don't condone incest, but it's a lesser evil to other things.  3) I can understand it if the baby has a deformity that WILL actually hurt them in the future.   5) the others; not much to argue I guess.
"	agree argue argument baby body child child choice condone consensual course death deformity equal evil father future guess half hurt iffy incest incest incest incest interesting lesser make makes medical needing only others pedophillia people people point rape raped raped reason reasons related revenge right suffer talking talking the things this understand understand unless woman woman women women yet	1	[]	[]
29	catticus90	"This debate is really old and I can't find the post that you're disputing to read what you're replying to, since I have about 80 arguments in that one debate. Perhaps clarify or quote?
"	80 arguments clarify debate debate disputing find post quote read replying to	2	[]	[]
31	CTEd	"So a husband and wife that don't want children can never have sex.... Contraceptives fail.   So two people who don't want children can not get married - lack of sex is a slam dunk claim for divorce or annulment. You are required to fulfill your marital duties or your partner can divorce you in almost every state. In addition a healthy sex life is cited by almost all marriage councilors as vital to maintaining a healthy marriage.   So how would a childless (by choice) couple be acting irresponsibly? In addition what is the difference to you?  Either they are going to have sex and and abortion (if they get pregnant), or they are going to abstain so as not to take the risk of getting pregnant if abortion is made illegal.   Guess what - either way, no child is ever born. That couple has decided not to bring a child into this world under any circumstances. Personally I don't think they should have to go their whole lives without having sex.
"	abortion abortion abstain acting addition addition annulment born bring by child child childless children children choice circumstances cited claim contraceptives councilors couple couple decided difference divorce divorce dunk duties fail fulfill guess healthy healthy husband if illegal irresponsibly lack life lives made maintaining marital marriage marriage married partner people personally pregnant pregnant required risk sex sex sex sex sex slam state vital way wife world you	2	[]	[]
8	Animegirl300	"They can have sex, but they must be prepared to deal with the result of it. Since when was sex the only thing that kept together a marriage? The purpose of marriage is to start a family, which includes supporting each other in BOTH good times and BAD. If you aren't trying to start a family then GTFO :)  A childless couple isn't acting irresponsibly if they are prepared to take responsibility if they have sex.
"	acting bad childless couple deal family family good gtfo includes irresponsibly it marriage marriage prepared prepared purpose responsibility result sex sex sex start start supporting thing times	1	[]	[]
30	churchmouse	"Abortion is immoral to anyone with a heart and a sense of what is right and wrong. But our law in America allows a mother to kill her unborn child, as long as she hires it done. If she does it herself she may face being charged with taking a life. Our laws are whishy washy about this. They do not give the unborn personhood and protection, they stand on the principle that its the womans body and then they stipulate when she can have the abortion. Science is clear to when human life starts....and it does not start after nine months of pregnancy.
"	abortion abortion america and body charged child clear done face give heart hires human immoral kill law laws life life long months mother personhood pregnancy principle protection science sense stand start starts stipulate taking this unborn unborn washy whishy womans wrong	1	[]	[]
30	churchmouse	"Again a wonderful post animegirl. People especially women do not want to take responsiblity for their actions...it's always someone elses fault.
"	actions animegirl elses fault it people post responsiblity women wonderful	1	[]	[]
30	churchmouse	"I support what you say...but I would add this....when a child is concieved...there is nothing potential about it. It is already a living human being.  And I would ask you to think about the rape and incest clause in your position.  Let me ask you this.........if you believe a human life starts at conception, how is death right for even a child of rape? If you walked into a nursery full of babies and the nurse told you that one out of the twentys mother was raped...would you be able to pick that child out? Life is life and although rape is a violent act...so is abortion. So rape is the first wrong....and then on top of that abortion is another. The woman can live with two crimes. That is the same as incest. If you are pro life that means you value ALL LIFE, not just some.  If you are pro-choice and think that abortion should be legal even though you think its gruesome and wrong.....then you are not pro-life. Being pro-life is being against abortion period...unless the woman is dying on the table...and then in most cases both can be saved.
"	abortion abortion abortion abortion act add and and another babies being but cases child child child choice clause conception concieved crimes death dying full gruesome human human if incest incest it legal life life life life life life life live living means mother nurse nursery out period pick position potential pro pro pro pro rape rape rape rape raped saved say so some starts support table then there this this told top twentys unless violent walked when woman woman would wrong wrong	1	[]	[]
8	Animegirl300	"Abortion in general is wrong in the sense of life being erased. It may be less so if it's for a valid reason like health. But I think that abortions made for more reasons than that is the result of selfishness usually...
"	abortion abortions erased general health life made reason reasons result selfishness sense usually valid wrong	1	[]	[]
8	Animegirl300	"Abortion:  When life becomes subjective, and a killing an option.   Since when is it acceptable for people say that because it's not 'quite human' we can just do whatever the heck we want with it?  The logic of something needing to PROVE that it has a right to live is just sick. Why is it that we get to define when it's okay to exterminate something?  Why is it okay to kill an unborn child, period? It might be understandable in some situations, but it doesn't make the choice RIGHT.  I LOVE how a person can go to jail for killing their household pets, but then it's suddenly perfectly okay to kill an unborn child because it hasn't met someone's standards of ""It deserves to livee~""  I can support a person's decision on the matter when it is completely necessary, but all the people who think abortion is all right and good is just sick :/
"	abortion abortion acceptable child child choice completely decision define deserves exterminate good heck household human it it jail kill kill killing killing life live livee logic love make matter met necessary needing option people people perfectly period person person pets prove quite right sick sick situations someone something standards subjective suddenly support unborn unborn understandable	1	[]	[]
30	churchmouse	"Omgosh....what a wonderful and refreshing post. Not used to seeing ones like yours....most people here are pro-abortion and do not value all life.   What you said about killing and cruelty to pets is right on. Hollywood especially will go out of its way to bash people for this...then be first in line to support killing human beings. One answer for them to just be promiscuous.
"	abortion answer bash beings cruelty hollywood human killing killing life line most omgosh on people people pets post pro promiscuous refreshing support then this what wonderful yours	1	[]	[]
34	Sulith	"I'd say the only exception to this immoral act is if someone gets raped and impregnated.  Otherwise, it's straight murder.
"	act exception immoral impregnated murder otherwise raped straight	1	[]	[]
30	churchmouse	"Abortion is taking the life of a living human being. We see society up in arms about animal rights and animal abuse. Isn't abortion really the worst case of child abuse you can think of? Every abortionists task is to dismember, kill in any way possible...the living human child in the womb. Death is the only goal. The fetus might be small but nevertheless science says it is human and it is alive. What is it called when you take someones life without their permission? Isn't this murder? If you defend the womans choice to kill saying it is her choice....then should you enslave her by putting restrictions on when the killing takes place? Thus late term abortions should be legal if you are pro-abortion. When does her right to body sovereignty end?   I am all for the right of women to choose but when that choice kills another living human being that right should not exist. The living human growing inside her body is not part of her. It has its own bodily systems, its own DNA, fingerprints etc.
"	abortion abortion abortion abortionists abortions abuse abuse alive animal animal arms being bodily body body called case child child choice choice choice choose death defend dismember dna end enslave etc exist fetus fingerprints goal growing her human human human human human inside kill kill killing kills late legal life life living living living living murder of part permission place possible pro putting restrictions rights science small society someones sovereignty systems takes taking task term the then womans womb women worst	1	[]	[]
29	catticus90	"It is neither right nor wrong. I agree that the latest time to have an abortion should be reduced. In the UK it currently stands at 24 weeks, which is also an age a baby can survive.   I think it's dependent on the situation of the pregnancy. If the child's going to be brought up into a life of poverty, abuse and just be bloody miserable well what kind of an existence is that? I also agree when a child has severe deformities or disabilities or an instance or rape (because of religion raped children as young as 7 have had to give birth which is no life for the baby or the mother). Even discounting these things it's still a woman's choice.  At what point do you consider it to be killing a human life can I ask? Is it once an embryo has implanted or earlier (contraception)?  My main concern with anti-abortionists is that they don't consider the problem of over-populating. If no one had an abortion could you imagine all the extra people there would be populating the planet? We would be in a massive state of poverty, much more drastic than we see now.
"	24 abortion abortion abortionists abuse age agree agree anti ask baby baby because birth bloody brought child child children choice concern contraception deformities dependent disabilities discounting drastic earlier embryo existence extra give human imagine implanted instance killing kind latest life life life main massive miserable mother now over people planet point populating populating poverty poverty pregnancy problem rape raped reduced religion severe situation stands state survive that things time uk weeks woman wrong young	2	[]	[]
