id	name	rawTweet	postTweet	label	mentions	hashtags
51	EuromaidanPress	#Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard sends ukraine	2	[]	['#Jamala', '#Ukraine']
204	ericlewan	RT @myloooveforever: Me when someone is talking shit about Jamala #Eurovision https://t.co/MtNL6ITXIw	eurovision jamala rt shit talking	2	['@myloooveforever']	['#Eurovision']
9	ambassadorua	Photo gallery: #Eurovision winner #Jamala arrives in #Kyiv https://t.co/Z7flPYYXgy https://t.co/OgRazEOSig	arrives eurovision gallery jamala kyiv photo winner	2	[]	['#Eurovision', '#Jamala', '#Kyiv']
93	escmegan	RT @VictoriaLIVE: On #VictoriaLIVE today - the first UK broadcast interview with #Eurovision winner #Ukraine's @jamala! 9 - 11 @BBCTwo http…	11 broadcast eurovision interview rt today uk ukraine victorialive winner	2	['@VictoriaLIVE', '@jamala', '@BBCTwo']	['#VictoriaLIVE', '#Eurovision', '#Ukraine']
144	HeineGiessen	RT @uatodaytv: #Eurovision 2016 winner #Jamala gets a warm welcome at home https://t.co/KGupL1t4NH https://t.co/23jvRXU0iG	2016 eurovision home jamala rt warm winner	2	['@uatodaytv']	['#Eurovision', '#Jamala']
85	112NewsFeed	Turkish President #Erdogan congratulates Ukrainian singer #Jamala on winning #Eurovision https://t.co/rmd51SeS7p https://t.co/wt4Oy7jTL3	congratulates erdogan eurovision jamala president singer turkish ukrainian winning	2	[]	['#Erdogan', '#Jamala', '#Eurovision']
221	UmlandAndreas	RT @112NewsFeed: Turkish President #Erdogan congratulates Ukrainian singer #Jamala on winning #Eurovision https://t.co/rmd51SeS7p https://t…	congratulates erdogan eurovision jamala president rt singer turkish ukrainian winning	2	['@112NewsFeed']	['#Erdogan', '#Jamala', '#Eurovision']
144	HeineGiessen	RT @halyapuff: #Russia has #CrimeanTatars persecution now to hide – If we let them #Jamala #letmypeoplego https://t.co/4NU2IiWqBB https://t…	crimeantatars hide jamala letmypeoplego persecution rt russia	2	['@halyapuff']	['#Russia', '#CrimeanTatars', '#Jamala', '#letmypeoplego']
52	jimmy_jarkarta	RT @PaulNiland: Please read this article, I think it's quite important. Ukraine, culture, cultural diplomacy, Jamala, communication. https:…	article communication cultural culture diplomacy important jamala read rt ukraine	2	['@PaulNiland']	[]
98	gh_joker	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…	day die give goosebumps masterpiece rt scene ❤️😍😭	2	['@EurovisionGod_', '@jamala']	[]
288	KrispyVerbakel	RT @OctDalby: .@JohnDelacour @jamala A little, but not much. She must have known on which side her ancestor was fighting. Better to have ke…	@johndelacour ancestor fighting ke little much rt side	1	['@OctDalby', '@JohnDelacour', '@jamala']	[]
193	ulvdis	RT @112NewsFeed: Turkish President #Erdogan congratulates Ukrainian singer #Jamala on winning #Eurovision https://t.co/rmd51SeS7p https://t…	congratulates erdogan eurovision jamala president rt singer turkish ukrainian winning	2	['@112NewsFeed']	['#Erdogan', '#Jamala', '#Eurovision']
277	VictoriaLIVE	.@jamala joins #VictoriaLIVE from Kiev for her 1st UK interview since storming to victory in Saturday's #Eurovision https://t.co/Png9MzNTp4	1st @jamala eurovision interview joins kiev saturday storming uk victorialive victory	2	['@jamala']	['#VictoriaLIVE', '#Eurovision']
204	ericlewan	WOW art by Daniel Kordek from #Poland  amazing @jamala #Jamala #Eurovision https://t.co/Sr3LAJbxIe	amazing art daniel eurovision jamala kordek poland wow	2	['@jamala']	['#Poland', '#Jamala', '#Eurovision']
277	VictoriaLIVE	.@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political song statement victorialive winner	2	['@jamala']	['#Eurovision', '#VictoriaLIVE']
204	ericlewan	WOW art by Daniel Kordek from #Poland  amazing @jamala #Jamala #Eurovision https://t.co/cE4q8Dw5I6	amazing art daniel eurovision jamala kordek poland wow	2	['@jamala']	['#Poland', '#Jamala', '#Eurovision']
70	Lexoid	RT @Rutenien: Jamala becomes Honored Artist of Ukraine: Ukrainian President Petro Poroshenko has assigned Eu... https://t.co/w3P9WLks6i #Fr…	artist assigned eu fr honored jamala petro poroshenko president rt ukraine ukrainian	2	['@Rutenien']	['#Fr']
92	Eurovisn_Turkey	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
277	VictoriaLIVE	.@jamala, #Eurovision winner: Thank you to the UK for 10 points #VictoriaLIVE https://t.co/QXYyNNGgl8	10 @jamala eurovision points uk victorialive winner	2	['@jamala']	['#Eurovision', '#VictoriaLIVE']
70	Lexoid	RT @Rutenien: Ukraine Today: Jamala will receive People's Artist of Ukraine title – Minister of Culture: Ukr... https://t.co/VI86W7rnZL #Fr…	artist culture fr jamala minister people receive rt title today ukr ukraine ukraine	2	['@Rutenien']	['#Fr']
70	Lexoid	RT @Rutenien: Sarah Hurst: Eurovision puts Ukraine in helpful spotlight: Ukraine’s smooth crooner Jamala won... https://t.co/NgvKCZnRAv #Fr…	crooner eurovision fr helpful hurst jamala puts rt sarah smooth spotlight ukraine ukraine won	2	['@Rutenien']	['#Fr']
290	mmzhelskaia	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…	day die give goosebumps masterpiece rt scene ❤️😍😭	2	['@EurovisionGod_', '@jamala']	[]
70	Lexoid	RT @bjarnekim: https://t.co/FqLtfpK9AG  #FreeSavchenko #jamala1944 #Jamala  THERE ARE HEROES release Savchenko she has bigger balls than Pu…	balls bigger freesavchenko heroes jamala jamala1944 pu release rt savchenko	2	['@bjarnekim']	['#FreeSavchenko', '#jamala1944', '#Jamala']
70	Lexoid	RT @bjarnekim: https://t.co/FqLtfpK9AG #FreeSavchenko #jamala1944 #Jamala  CHURCHILL VERSION 2016 Pilot Savchenko  never have we owed so mu…	2016 churchill freesavchenko jamala jamala1944 mu owed pilot rt savchenko version	2	['@bjarnekim']	['#FreeSavchenko', '#jamala1944', '#Jamala']
70	Lexoid	RT @bjarnekim: https://t.co/nxIGS0QiJW #Jamala #FreeSavchenko CRIMEA 1944  cattle wagons  were filled with enemies of the people  children,…	1944 cattle children crimea enemies filled freesavchenko jamala people rt wagons	2	['@bjarnekim']	['#Jamala', '#FreeSavchenko']
70	Lexoid	RT @AndrewHavryliv: “If you sing about truth, it can really touch people.” - Jamala  #CrimeaIsUkraine #FreeSavchenko #Eurovision https://t.…	crimeaisukraine eurovision freesavchenko if jamala people rt sing touch truth	2	['@AndrewHavryliv']	['#CrimeaIsUkraine', '#FreeSavchenko', '#Eurovision']
98	gh_joker	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
2	ApollineDchamp	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
70	Lexoid	RT @ydxnid: Congratulations to  #Ukraine #Jamala #FreeSavchenko	congratulations freesavchenko jamala rt ukraine	2	['@ydxnid']	['#Ukraine', '#Jamala', '#FreeSavchenko']
70	Lexoid	RT @ydxnid: Jamala - 1944 (Ukraine) Winning Performance at the 2016 Eurovision Song #FreeSavchenko https://t.co/dj7efU9gSG via @YouTube	1944 2016 eurovision freesavchenko jamala performance rt song ukraine winning	2	['@ydxnid', '@YouTube']	['#FreeSavchenko']
70	Lexoid	RT @VovkulakaMusic: Congratulations! Eurovision winner Jamala! #Jamala #jamala_eurovision2016 'Glory to the Heroes'....'Glory to Ukraine'!…	congratulations eurovision glory glory heroes jamala jamala jamala_eurovision2016 rt ukraine winner	2	['@VovkulakaMusic']	['#Jamala', '#jamala_eurovision2016']
70	Lexoid	RT @JanDwarst: Congratulation Jamala you deserve it @jamala &amp; we wait fore #Freesavchenko &amp; all Ukraine prisonars #Free20 https://t.co/UdBA…	amp amp congratulation deserve fore free20 freesavchenko jamala prisonars rt ukraine wait	2	['@JanDwarst', '@jamala']	['#Freesavchenko', '#Free20']
70	Lexoid	RT @cesargeorgiy: @poroshenko wasn't call to #freeSavchenko, but very fast to #Jamala ...	call fast freesavchenko jamala rt	2	['@cesargeorgiy', '@poroshenko']	['#freeSavchenko', '#Jamala']
70	Lexoid	RT @AndrewHavryliv: #CrimeaIsUkraine #FreeSavchenko BBC News - Ukraine's Jamala wins Eurovision 2016 https://t.co/AYqadMtZG4	2016 bbc crimeaisukraine eurovision freesavchenko jamala news rt ukraine wins	2	['@AndrewHavryliv']	['#CrimeaIsUkraine', '#FreeSavchenko']
70	Lexoid	RT @DIMONition: After ##Jamala wining #Eurovision the 2nd victory will be when #Putin will #FreeSavchenko and #LetMyPeopleGo!! https://t.co…	2nd eurovision freesavchenko jamala letmypeoplego putin rt victory wining	2	['@DIMONition']	['#Jamala', '#Eurovision', '#Putin', '#FreeSavchenko', '#LetMyPeopleGo']
70	Lexoid	RT @Martim46: @tobto @jamala -&gt; I hope this prompts Putin to finally #FreeSavchenko... #UkraineToWin!	finally freesavchenko gt hope prompts putin rt ukrainetowin	2	['@Martim46', '@tobto', '@jamala']	['#FreeSavchenko', '#UkraineToWin']
70	Lexoid	RT @Rutenien: Ukraine’s Jamala wins Eurovision: Ukraine’s singer Jamala won the first place at the Eurovisio... https://t.co/v0NXLUkync #Fr…	eurovisio eurovision fr jamala jamala place rt singer ukraine ukraine wins won	2	['@Rutenien']	['#Fr']
62	OS1954	When asked on @VictoriaLIVE  about reaction if Russia boycotts 2017 #Eurovision in Ukraine @jamala  shrugged her shoulders it's up to them	2017 asked boycotts eurovision reaction russia shoulders shrugged ukraine	2	['@VictoriaLIVE', '@jamala']	['#Eurovision']
226	tiago2alves	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…	day die give goosebumps masterpiece rt scene ❤️😍😭	2	['@EurovisionGod_', '@jamala']	[]
89	sinesque	RT @Sandruschkaa: russian tv pranked jamala.. and asked why she didnt call her song 2014.. she replied bcs she couldnt participate at esc t…	2014 asked bcs call couldnt didnt esc jamala participate pranked replied rt russian song tv	2	['@Sandruschkaa']	[]
48	JhonnyRedy	RT @EurovisionGod_: This scene will give me goosebumps until the day I die. ❤️😍😭 Thanks for such a masterpiece @jamala. https://t.co/CXgUub…	day die give goosebumps masterpiece rt scene ❤️😍😭	2	['@EurovisionGod_', '@jamala']	[]
89	sinesque	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
292	euro_teas	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
114	ESCMichal	RT @myloooveforever: Me when someone is talking shit about Jamala #Eurovision https://t.co/MtNL6ITXIw	eurovision jamala rt shit talking	2	['@myloooveforever']	['#Eurovision']
293	qhacrimeaqha	Jamala awarded People's Artist of Ukraine title https://t.co/15T4aMqyIG https://t.co/O1kXab2bY5	artist awarded jamala people title ukraine	2	[]	[]
186	chloemollie_	RT @VictoriaLIVE: On #VictoriaLIVE today - the first UK broadcast interview with #Eurovision winner #Ukraine's @jamala! 9 - 11 @BBCTwo http…	11 broadcast eurovision interview rt today uk ukraine victorialive winner	2	['@VictoriaLIVE', '@jamala', '@BBCTwo']	['#VictoriaLIVE', '#Eurovision', '#Ukraine']
4	KeremMusic	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
109	hasanlitarana	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
217	TimothyMcAll	RT @halyapuff: #Russia has #CrimeanTatars persecution now to hide – If we let them #Jamala #letmypeoplego https://t.co/4NU2IiWqBB https://t…	crimeantatars hide jamala letmypeoplego persecution rt russia	2	['@halyapuff']	['#Russia', '#CrimeanTatars', '#Jamala', '#letmypeoplego']
109	hasanlitarana	RT @KyivPost: Photo gallery: #Eurovision winner #Jamala arrives in #Kyiv https://t.co/mYK98yRG2q https://t.co/GHYj4MW36m	arrives eurovision gallery jamala kyiv photo rt winner	2	['@KyivPost']	['#Eurovision', '#Jamala', '#Kyiv']
14	JakoVarrd	RT @halyapuff: #Russia has #CrimeanTatars persecution now to hide – If we let them #Jamala #letmypeoplego https://t.co/4NU2IiWqBB https://t…	crimeantatars hide jamala letmypeoplego persecution rt russia	2	['@halyapuff']	['#Russia', '#CrimeanTatars', '#Jamala', '#letmypeoplego']
251	IamNotAB0t	RT @AngelinedeH: @VictoriaLIVE @BBCNews @jamala Before voting we rated it worst song in the contest. Not changed my mind.	changed contest mind rated rt song voting worst	1	['@AngelinedeH', '@VictoriaLIVE', '@BBCNews', '@jamala']	[]
297	wiwibloggs	France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://t.co/dbLfd1uXss	asks candidates france heated including iveta jamala journal le petit poli questions samra series	2	[]	[]
109	hasanlitarana	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…	asks candidates france heated including iveta jamala journal le petit poli questions rt samra series	2	['@wiwibloggs']	[]
122	maggieabee	RT @EBU_HQ: Jamala takes the crown at 61st @Eurovision in #Stockholm #Eurovision #Congratulations #Ukraine Next year in Kyiv! https://t.co/…	61st congratulations crown eurovision jamala kyiv rt stockholm takes ukraine year	2	['@EBU_HQ', '@Eurovision']	['#Stockholm', '#Eurovision', '#Congratulations', '#Ukraine']
109	hasanlitarana	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
298	stingovision	RT @wiwibloggs: France's Le Petit Journal asks candidates — including Iveta, Samra, Poli and Jamala — a series of heated questions https://…	asks candidates france heated including iveta jamala journal le petit poli questions rt samra series	2	['@wiwibloggs']	[]
299	esc_declan	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…	amp beautiful music prize rt sharing	2	['@BAREI_MUSIC', '@Kaliopi_KMP', '@j_pootsmann', '@jamala', '@NikaKocharov', '@Y_G_L']	[]
300	FransitoBieber	RT @TheGoldxnBoy: Yo es que a Jamala me la imagino como: When ukranians are coming, they come to Stockholm, they fuck Russia and say: JÓDE…	coming como es fuck imagino jamala jóde la rt russia say stockholm ukranians yo	2	['@TheGoldxnBoy']	[]
301	sequoia2001	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5	artist awarded people president rt title ukraine	2	['@TheBankova', '@jamala']	[]
224	stephenalbert11	RT @KievUkRRaine: Ukrainian singer Jamala gestures as she arrives at the Kyiv Boryspil airport on May 1 https://t.co/A6Nf2tYtKL https://t.c…	airport arrives boryspil gestures jamala kyiv rt singer ukrainian	2	['@KievUkRRaine']	[]
149	RevueLeBanquet	RT @CERAP_Paris: Here @NTenzer's piece on @Jamala - must-read #Eurovision #CrimeaIsUkraine #StopTatarspersecution #Donotliftsanctions https…	crimeaisukraine donotliftsanctions eurovision must piece read rt stoptatarspersecution	2	['@CERAP_Paris', '@NTenzer', '@Jamala']	['#Eurovision', '#CrimeaIsUkraine', '#StopTatarspersecution', '#Donotliftsanctions']
302	IgorLukianchuk	RT @yarko: President @poroshenko wants @jamala to become a @UNICEF Goodwill Ambassador - spox @STsegolko https://t.co/uuOULKlM2U	ambassador goodwill president rt spox	2	['@yarko', '@poroshenko', '@jamala', '@UNICEF', '@STsegolko']	[]
12	expres_ua	RT @yarko: President @poroshenko wants @jamala to become a @UNICEF Goodwill Ambassador - spox @STsegolko https://t.co/uuOULKlM2U	ambassador goodwill president rt spox	2	['@yarko', '@poroshenko', '@jamala', '@UNICEF', '@STsegolko']	[]
258	Bridge2Ukraine	RT @ronzheimer: Watch @Vitaliy_Klychko talking #ESC #Jamala and #ukraine https://t.co/gqCgsjNcXU @BILD @Klitschko	esc jamala rt talking ukraine watch	2	['@ronzheimer', '@Vitaliy_Klychko', '@BILD', '@Klitschko']	['#ESC', '#Jamala', '#ukraine']
137	little7bear	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
303	clivewjones14	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
241	GlasnostGone	RT @NTenzer: Great post @ellie_knott @Jamala's victory brings plight of #Crimea/n #Tatars to Eur audience https://t.co/lW4dDCUoPc https://t…	audience brings crimea eur great plight post rt tatars victory	2	['@NTenzer', '@ellie_knott', '@Jamala']	['#Crimea', '#Tatars']
86	AndriiOlefirov	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
62	OS1954	RT @JudithGoughFCO: Shameless picture of excited fan (me) with @jamala #Eurovision #NextGenUA https://t.co/5a3M9QKymt	eurovision excited fan me nextgenua picture rt shameless	2	['@JudithGoughFCO', '@jamala']	['#Eurovision', '#NextGenUA']
224	stephenalbert11	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
159	LesyaRyba	RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine https://t.co/qwQ1X1UC89	home jamala postcard rt sends ukraine	2	['@EuromaidanPress']	['#Jamala', '#Ukraine']
76	rlamsfuss	RT @halyapuff: #Russia has #CrimeanTatars persecution now to hide – If we let them #Jamala #letmypeoplego https://t.co/4NU2IiWqBB https://t…	crimeantatars hide jamala letmypeoplego persecution rt russia	2	['@halyapuff']	['#Russia', '#CrimeanTatars', '#Jamala', '#letmypeoplego']
76	rlamsfuss	RT @XSovietNews: How the BBC tried to stop me from writing about Russia's campaign against the Crimean Tatars. Vote for @jamala! https://t.…	bbc campaign crimean rt russia stop tatars vote writing	2	['@XSovietNews', '@jamala']	[]
261	queen_gagarina	I almost puked while watching the voting bc Australia, I almost started praying for Jamala to win... and I am NOT religious at all	australia bc jamala praying puked religious started voting watching win	2	[]	[]
279	MythicalMagixia	RT @queen_gagarina: I almost puked while watching the voting bc Australia, I almost started praying for Jamala to win... and I am NOT relig…	australia bc jamala praying puked relig rt started voting watching win	2	['@queen_gagarina']	[]
34	yuuji_K1	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
304	trutheroid	@DrunkInGomezz @musicnews_shade &amp; @jamala didn't say a word that deportation was due to collaboration Tatars with #Nazi in #WW2 @Eurovision	amp collaboration deportation due nazi tatars word ww2	1	['@DrunkInGomezz', '@musicnews_shade', '@jamala', '@Eurovision']	['#Nazi', '#WW2']
34	yuuji_K1	RT @VictoriaLIVE: On #VictoriaLIVE today - the first UK broadcast interview with #Eurovision winner #Ukraine's @jamala! 9 - 11 @BBCTwo http…	11 broadcast eurovision interview rt today uk ukraine victorialive winner	2	['@VictoriaLIVE', '@jamala', '@BBCTwo']	['#VictoriaLIVE', '#Eurovision', '#Ukraine']
241	GlasnostGone	#Savchenko lawyer @mark_feygin seen Nadiya. Congratulates #Ukraine &amp; #Jamala on #Eurovision win. #FreeSavchenko https://t.co/PkjEaPdGqZ	amp congratulates eurovision freesavchenko jamala lawyer nadiya savchenko ukraine win	2	['@mark_feygin']	['#Savchenko', '#Ukraine', '#Jamala', '#Eurovision', '#FreeSavchenko']
17	StormBringer15	RT @tassagency_en: Crimea invites Ukraine’s Jamala to sing at opening of memorial to deportation victims https://t.co/gIANBIAuFL	crimea deportation invites jamala memorial opening rt sing ukraine victims	2	['@tassagency_en']	[]
70	Lexoid	RT @kerziouk: Keep strong dear Nadiya You will be #FreeSavchenko again! #May14 #EurovisionSongContest #Jamala https://t.co/VHpVTHvgtS	again dear eurovisionsongcontest freesavchenko jamala may14 nadiya rt strong	2	['@kerziouk']	['#FreeSavchenko', '#May14', '#EurovisionSongContest', '#Jamala']
134	mark24823687	RT @GlasnostGone: #Savchenko lawyer @mark_feygin seen Nadiya. Congratulates #Ukraine &amp; #Jamala on #Eurovision win. #FreeSavchenko https://t…	amp congratulates eurovision freesavchenko jamala lawyer nadiya rt savchenko ukraine win	2	['@GlasnostGone', '@mark_feygin']	['#Savchenko', '#Ukraine', '#Jamala', '#Eurovision', '#FreeSavchenko']
158	IrisR94	RT @j_pootsmann: Gongratulations to @jamala  I am extremely happy, since she is/was/will be my fav!	extremely fav gongratulations happy is rt was will	2	['@j_pootsmann', '@jamala']	[]
40	IMARGOMORTIS	RT @eurovisia: Wishlist for #Eurovision 2017: - Kiev Olympic Stadium as the venue - Verka Serduchka performs Dancing Lasha Tumbai - Jamala…	2017 dancing eurovision jamala kiev lasha olympic performs rt serduchka stadium tumbai venue verka wishlist	2	['@eurovisia']	['#Eurovision']
134	mark24823687	RT @kerziouk: Keep strong dear Nadiya You will be #FreeSavchenko again! #May14 #EurovisionSongContest #Jamala https://t.co/VHpVTHvgtS	again dear eurovisionsongcontest freesavchenko jamala may14 nadiya rt strong	2	['@kerziouk']	['#FreeSavchenko', '#May14', '#EurovisionSongContest', '#Jamala']
70	Lexoid	RT @Rutenien: Ukraine’s Jamala makes it to Eurovision final (VIDEO): Crimean Tatar singer Jamala, who is rep... https://t.co/Jqhz2RR8al #Fr…	crimean eurovision final fr jamala jamala makes rep rt singer tatar ukraine video	2	['@Rutenien']	['#Fr']
70	Lexoid	RT @Rutenien: UNIAN: 'My song even more relevant' - Jamala comments on arrests of Crimean Tatars: Ukrainian ... https://t.co/9FbZ9QTCWg #Fr…	arrests comments crimean fr jamala my relevant rt song tatars ukrainian unian	2	['@Rutenien']	['#Fr']
70	Lexoid	RT @Rutenien: UNIAN: Jamala to compete in Grand Final of Eurovision 2016 song contest: Ukrainian singer Jama... https://t.co/Ur7Qx4lDj9 #Fr…	2016 compete contest eurovision final fr grand jama jamala rt singer song ukrainian unian	2	['@Rutenien']	['#Fr']
70	Lexoid	RT @kerziouk: Thanks&amp;Flowers to all who tweeted&amp;retweeted for Nadiya today #May12 #Eurovision #Jamala  #FreeSavchenko #Russia! https://t.co…	amp amp eurovision flowers freesavchenko jamala may12 nadiya retweeted rt russia thanks today tweeted	2	['@kerziouk']	['#May12', '#Eurovision', '#Jamala', '#FreeSavchenko', '#Russia']
14	JakoVarrd	#FREESAVCHENKO Nadia congrats #Jamala &amp; all Ukrainians via @mark_feygin https://t.co/gyniQuXr1P	amp congrats freesavchenko jamala nadia ukrainians	2	['@mark_feygin']	['#FREESAVCHENKO', '#Jamala']
70	Lexoid	RT @Rutenien: BBC: Eurovision’s Ukraine singer Jamala pushes boundaries on Crimea: Jazz artist Jamala was al... https://t.co/dw2oShFC94 #Fr…	al artist bbc boundaries crimea eurovision fr jamala jamala jazz pushes rt singer ukraine	2	['@Rutenien']	['#Fr']
306	LepontDahu	RT @theLemniscat: For #Jamala1944:  Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942 #Eurovision https:/…	1942 army crimea eurovision german jamala1944 nazi officers parade rt senior tatar volunteers	1	['@theLemniscat']	['#Jamala1944', '#Eurovision']
115	UnitedforUkr	#Eurovision crowns #Ukraine’s @Jamala as this year’s winner: https://t.co/CfguUzf60d https://t.co/4Q8sWr9FbX	crowns eurovision ukraine winner year	2	['@Jamala']	['#Eurovision', '#Ukraine']
307	PeteJLewis	RT @ESCtomato: @ESCtomato Sorry Jamala, we are sending over a representative to take your trophy since it now belongs to Russia bc of butt…	bc belongs butt jamala representative rt russia sending trophy	2	['@ESCtomato', '@ESCtomato']	[]
307	PeteJLewis	RT @ESCtomato: @ESCtomato Fans need to stop thinking of themselves as Gods Demanding everything your way won't resolve anything Jamala Was…	demanding fans gods jamala resolve rt stop thinking was	2	['@ESCtomato', '@ESCtomato']	[]
261	queen_gagarina	if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know	all calling fans jamala names nice russia stopped trashing	2	[]	[]
279	MythicalMagixia	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know	all calling fans jamala names nice rt russia stopped trashing	2	['@queen_gagarina']	[]
272	lemonblaze1	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know	all calling fans jamala names nice rt russia stopped trashing	2	['@queen_gagarina']	[]
302	IgorLukianchuk	RT @UnitedforUkr: #Eurovision crowns #Ukraine’s @Jamala as this year’s winner: https://t.co/CfguUzf60d https://t.co/4Q8sWr9FbX	crowns eurovision rt ukraine winner year	2	['@UnitedforUkr', '@Jamala']	['#Eurovision', '#Ukraine']
241	GlasnostGone	#Eurovision: #Russia reacts with @Twitter hack. Hardly used misspelt # promoted instead of #Jamala. #Crimea #Tatars. https://t.co/EAbl8SWvy5	crimea eurovision hack jamala misspelt promoted reacts russia tatars	2	['@Twitter']	['#Eurovision', '#Russia', '#Jamala', '#Crimea', '#Tatars']
133	UaNews_online	Eurovision Winner Jamala Says Song Won On Artistic, Not Political, Grounds: Ukrainian singer Jamala says she ... https://t.co/09QVqf2ml2	artistic eurovision grounds jamala jamala political singer song ukrainian winner won	2	[]	[]
308	Alphaglitchgirl	BRB KILLING MY CLASS.....THEY ALL HATE JAMALA....THEY SAID SPAIN SHOULD HAVE WON...IM OUT DONE...	brb class done hate im jamala killing spain they they won	2	[]	[]
279	MythicalMagixia	RT @Alphaglitchgirl: BRB KILLING MY CLASS.....THEY ALL HATE JAMALA....THEY SAID SPAIN SHOULD HAVE WON...IM OUT DONE...	brb class done hate im jamala killing rt spain they they won	2	['@Alphaglitchgirl']	[]
309	HatHooi	RT @tassagency_en: Crimea invites Ukraine’s Jamala to sing at opening of memorial to deportation victims https://t.co/gIANBIAuFL	crimea deportation invites jamala memorial opening rt sing ukraine victims	2	['@tassagency_en']	[]
310	serenbeannnnn	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know	all calling fans jamala names nice rt russia stopped trashing	2	['@queen_gagarina']	[]
